source_sheet,well,sample_description_1,sample_description_2,lab_group,combined,copies_well,target,conc_copies_u_l,conc_copies_u_l_flag,inhib_lambda,inhib_e_p,dye_name_s,accepted_droplets,positives,negatives,ex_tech,ex_batch,dd_pcr,droplets,x4_or_more,notes,sample_description_3,sample_description_4,notes_2,id_lab,site_id,region,sp_code1,sp_code2,sp_code3,sp_code4,sheet_name_unbc,utm_zone,easting,northing,stream_name,species_target_form,date_time_sample,site_description_general,site_description_habitat_type,depth_sample,filter_volume_l,method_sample,method_preservation,control_blank_field,control_blank_office,control_species_present_field,comments_field,sample_ep_positives,sample_lambda_positives,qa_droplets_ok,sample_lambda_ok,sample_ep_ok,sample_inhib_status,detection_crude,detection_clean
PRIORITY SET,B10,M41366,ELU2,GROUP 13,5.366266518831248,1.234070807695388,BULT,0.0617035403847694,NA,NA,NA,VIC,19067,1,19066,NA,46034,46115,NA,NA,NA,NA,NA,NA,m41366,203597_ds_ed1b,m,BT,GR,RB,SK,BT GR RB SK,10,426038,6122331,Tributary To Nation River,BT GR RB KO,2025/09/22 13:23:29,Sample collected 350 - 400m downstream of culvert. Right bank. Accessed via historic road which is now wildlife trail.,riffle,0.1,1.7,grab,silica,FALSE,FALSE,FALSE,Grab sample at bottom end of habitat confirmation site and filtered at truck.  Although in dessicant - samples were accidentally left on kitchen counter overnight.,16965,324,TRUE,TRUE,TRUE,pass,TRUE,FALSE
PRIORITY SET,B09,M41366,ELU1,GROUP 13,NA,0,GRAY,0,NA,NA,NA,FAM,17084,0,17084,NA,46035,46115,NA,NA,NA,NA,NA,NA,m41366,203597_ds_ed1b,m,BT,GR,RB,SK,BT GR RB SK,10,426038,6122331,Tributary To Nation River,BT GR RB KO,2025/09/22 13:23:29,Sample collected 350 - 400m downstream of culvert. Right bank. Accessed via historic road which is now wildlife trail.,riffle,0.1,1.7,grab,silica,FALSE,FALSE,FALSE,Grab sample at bottom end of habitat confirmation site and filtered at truck.  Although in dessicant - samples were accidentally left on kitchen counter overnight.,16965,324,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY SET,B10,M41366,ELU2,GROUP 13,0,0,GRAY,0,NA,NA,NA,FAM,19067,0,19067,NA,46036,46115,NA,NA,NA,NA,NA,NA,m41366,203597_ds_ed1b,m,BT,GR,RB,SK,BT GR RB SK,10,426038,6122331,Tributary To Nation River,BT GR RB KO,2025/09/22 13:23:29,Sample collected 350 - 400m downstream of culvert. Right bank. Accessed via historic road which is now wildlife trail.,riffle,0.1,1.7,grab,silica,FALSE,FALSE,FALSE,Grab sample at bottom end of habitat confirmation site and filtered at truck.  Although in dessicant - samples were accidentally left on kitchen counter overnight.,16965,324,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY SET,E09,M41366,ELU1,GROUP 13,NA,1.404950618743896,RAIN,0.0702475309371948,NA,NA,NA,VIC,16748,1,16747,NA,46037,46115,NA,NA,NA,NA,NA,NA,m41366,203597_ds_ed1b,m,BT,GR,RB,SK,BT GR RB SK,10,426038,6122331,Tributary To Nation River,BT GR RB KO,2025/09/22 13:23:29,Sample collected 350 - 400m downstream of culvert. Right bank. Accessed via historic road which is now wildlife trail.,riffle,0.1,1.7,grab,silica,FALSE,FALSE,FALSE,Grab sample at bottom end of habitat confirmation site and filtered at truck.  Although in dessicant - samples were accidentally left on kitchen counter overnight.,16965,324,TRUE,TRUE,TRUE,pass,TRUE,FALSE
PRIORITY SET,E10,M41366,ELU2,GROUP 13,267.9209113121039,266.51596069336,RAIN,13.325798034668,NA,NA,NA,VIC,15360,173,15187,NA,46038,46115,NA,NA,NA,NA,NA,NA,m41366,203597_ds_ed1b,m,BT,GR,RB,SK,BT GR RB SK,10,426038,6122331,Tributary To Nation River,BT GR RB KO,2025/09/22 13:23:29,Sample collected 350 - 400m downstream of culvert. Right bank. Accessed via historic road which is now wildlife trail.,riffle,0.1,1.7,grab,silica,FALSE,FALSE,FALSE,Grab sample at bottom end of habitat confirmation site and filtered at truck.  Although in dessicant - samples were accidentally left on kitchen counter overnight.,16965,324,TRUE,TRUE,TRUE,pass,TRUE,TRUE
PRIORITY SET,E09,M41366,ELU1,GROUP 13,NA,0,SOCK,0,NA,NA,NA,FAM,16748,0,16748,NA,46039,46115,NA,NA,NA,NA,NA,NA,m41366,203597_ds_ed1b,m,BT,GR,RB,SK,BT GR RB SK,10,426038,6122331,Tributary To Nation River,BT GR RB KO,2025/09/22 13:23:29,Sample collected 350 - 400m downstream of culvert. Right bank. Accessed via historic road which is now wildlife trail.,riffle,0.1,1.7,grab,silica,FALSE,FALSE,FALSE,Grab sample at bottom end of habitat confirmation site and filtered at truck.  Although in dessicant - samples were accidentally left on kitchen counter overnight.,16965,324,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY SET,E10,M41366,ELU2,GROUP 13,0,0,SOCK,0,NA,NA,NA,FAM,15360,0,15360,NA,46040,46115,NA,NA,NA,NA,NA,NA,m41366,203597_ds_ed1b,m,BT,GR,RB,SK,BT GR RB SK,10,426038,6122331,Tributary To Nation River,BT GR RB KO,2025/09/22 13:23:29,Sample collected 350 - 400m downstream of culvert. Right bank. Accessed via historic road which is now wildlife trail.,riffle,0.1,1.7,grab,silica,FALSE,FALSE,FALSE,Grab sample at bottom end of habitat confirmation site and filtered at truck.  Although in dessicant - samples were accidentally left on kitchen counter overnight.,16965,324,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY SET,C09,M41367,ELU1,GROUP 13,NA,0,BULT,0,NA,N,N,VIC,18516,0,18516,NA,46041,46115,NA,NA,NA,NA,NA,NA,m41367,203597_us_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,425957,6122718,Tributary To Nation River,BT GR RB KO,2025/09/22 15:17:56,Sample collected 5m upstream of the culvert on the left bank,riffle,0.1,2,inatream,silica,FALSE,FALSE,FALSE,Sample hose not disinfected since downstream site.    See downstream site for water quality. Habitat confirmation completed.  Although in dessicant - samples were accidentally left on kitchen counter overnight.,16495,301,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY SET,C10,M41367,ELU2,GROUP 13,0,0,BULT,0,NA,NA,NA,VIC,17330,0,17330,NA,46042,46115,NA,NA,NA,NA,NA,NA,m41367,203597_us_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,425957,6122718,Tributary To Nation River,BT GR RB KO,2025/09/22 15:17:56,Sample collected 5m upstream of the culvert on the left bank,riffle,0.1,2,inatream,silica,FALSE,FALSE,FALSE,Sample hose not disinfected since downstream site.    See downstream site for water quality. Habitat confirmation completed.  Although in dessicant - samples were accidentally left on kitchen counter overnight.,16495,301,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY SET,C09,M41367,ELU1,GROUP 13,NA,0,GRAY,0,NA,NA,NA,FAM,18516,0,18516,NA,46043,46115,NA,NA,NA,NA,NA,NA,m41367,203597_us_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,425957,6122718,Tributary To Nation River,BT GR RB KO,2025/09/22 15:17:56,Sample collected 5m upstream of the culvert on the left bank,riffle,0.1,2,inatream,silica,FALSE,FALSE,FALSE,Sample hose not disinfected since downstream site.    See downstream site for water quality. Habitat confirmation completed.  Although in dessicant - samples were accidentally left on kitchen counter overnight.,16495,301,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY SET,C10,M41367,ELU2,GROUP 13,0,0,GRAY,0,NA,NA,NA,FAM,17330,0,17330,NA,46044,46115,NA,NA,NA,NA,NA,NA,m41367,203597_us_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,425957,6122718,Tributary To Nation River,BT GR RB KO,2025/09/22 15:17:56,Sample collected 5m upstream of the culvert on the left bank,riffle,0.1,2,inatream,silica,FALSE,FALSE,FALSE,Sample hose not disinfected since downstream site.    See downstream site for water quality. Habitat confirmation completed.  Although in dessicant - samples were accidentally left on kitchen counter overnight.,16495,301,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY SET,F09,M41367,ELU1,GROUP 13,NA,312.157077789306,RAIN,15.6078538894653,NA,NA,NA,VIC,16162,213,15949,NA,46045,46115,NA,NA,NA,NA,NA,NA,m41367,203597_us_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,425957,6122718,Tributary To Nation River,BT GR RB KO,2025/09/22 15:17:56,Sample collected 5m upstream of the culvert on the left bank,riffle,0.1,2,inatream,silica,FALSE,FALSE,FALSE,Sample hose not disinfected since downstream site.    See downstream site for water quality. Habitat confirmation completed.  Although in dessicant - samples were accidentally left on kitchen counter overnight.,16495,301,TRUE,TRUE,TRUE,pass,TRUE,TRUE
PRIORITY SET,F10,M41367,ELU2,GROUP 13,407.1455764770502,94.9884986877442,RAIN,4.74942493438721,NA,NA,NA,VIC,17871,72,17799,NA,46046,46115,NA,NA,NA,NA,NA,NA,m41367,203597_us_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,425957,6122718,Tributary To Nation River,BT GR RB KO,2025/09/22 15:17:56,Sample collected 5m upstream of the culvert on the left bank,riffle,0.1,2,inatream,silica,FALSE,FALSE,FALSE,Sample hose not disinfected since downstream site.    See downstream site for water quality. Habitat confirmation completed.  Although in dessicant - samples were accidentally left on kitchen counter overnight.,16495,301,TRUE,TRUE,TRUE,pass,TRUE,TRUE
PRIORITY SET,F09,M41367,ELU1,GROUP 13,NA,0,SOCK,0,NA,NA,NA,FAM,16162,0,16162,NA,46047,46115,NA,NA,NA,NA,NA,NA,m41367,203597_us_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,425957,6122718,Tributary To Nation River,BT GR RB KO,2025/09/22 15:17:56,Sample collected 5m upstream of the culvert on the left bank,riffle,0.1,2,inatream,silica,FALSE,FALSE,FALSE,Sample hose not disinfected since downstream site.    See downstream site for water quality. Habitat confirmation completed.  Although in dessicant - samples were accidentally left on kitchen counter overnight.,16495,301,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY SET,F10,M41367,ELU2,GROUP 13,0,0,SOCK,0,NA,NA,NA,FAM,17871,0,17871,NA,46048,46115,NA,NA,NA,NA,NA,NA,m41367,203597_us_ed1,m,BT,GR,RB,SK,BT GR RB SK,10,425957,6122718,Tributary To Nation River,BT GR RB KO,2025/09/22 15:17:56,Sample collected 5m upstream of the culvert on the left bank,riffle,0.1,2,inatream,silica,FALSE,FALSE,FALSE,Sample hose not disinfected since downstream site.    See downstream site for water quality. Habitat confirmation completed.  Although in dessicant - samples were accidentally left on kitchen counter overnight.,16495,301,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY - INHIBS,C12,F60504i,ELU1,NA,NA,NA,RAIN,0,NA,NA,NA,VIC,20133,0,20133,NA,NA,NA,NA,NA,retest,NA,NA,NA,f60504,199171_us_ed1,f,BT,CH,RB,SK,BT CH RB SK,10,388927,5997005,Tributary To Fraser Lake,CH SK BT RB,2025/09/26 16:44:19,Sample collected 30m upstream of Gala Bay Rd./Culvert on the left bank.,riffle,0.1,2,instream,silica,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,untested,FALSE,FALSE
PRIORITY - INHIBS,D12,F60504ii,ELU2,NA,NA,1.160198748111724,RAIN,0.0580099374055862,NA,NA,NA,VIC,20281,1,20280,NA,NA,NA,NA,NA,NA,NA,NA,NA,f60504,199171_us_ed1,f,BT,CH,RB,SK,BT CH RB SK,10,388927,5997005,Tributary To Fraser Lake,CH SK BT RB,2025/09/26 16:44:19,Sample collected 30m upstream of Gala Bay Rd./Culvert on the left bank.,riffle,0.1,2,instream,silica,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,untested,TRUE,FALSE
PRIORITY RERUNS,C10,F21238,CLEANED,NA,NA,2.4602061510086,BULT,0.12301030755043,NA,NA,NA,VIC,19129,2,19127,NA,NA,24/02/2026,NA,NA,NA,NA,NA,NA,f21238,196332_us_ed1,f,BT,RB,NA,NA,BT RB,10,578268,5895115,S. Yuzkli Creek,BT RB,2025/10/05 17:04:29,Immediately upstream of culvert on 24 Y Road. Left bank.,riffle,0.05,1.9,grab,silica,FALSE,FALSE,NA,NA,8650,479,TRUE,TRUE,TRUE,pass,TRUE,FALSE
PRIORITY RERUNS,C11,F21238,CLEANED,NA,2.4602061510086,0,BULT,0,NA,NA,NA,VIC,17588,0,17588,NA,NA,24/02/2026,NA,NA,NA,NA,NA,NA,f21238,196332_us_ed1,f,BT,RB,NA,NA,BT RB,10,578268,5895115,S. Yuzkli Creek,BT RB,2025/10/05 17:04:29,Immediately upstream of culvert on 24 Y Road. Left bank.,riffle,0.05,1.9,grab,silica,FALSE,FALSE,NA,NA,8650,479,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY RERUNS,C11,F21238,CLEAN RT,NA,NA,1.304688900709152,BULT,0.0652344450354576,NA,NA,NA,VIC,18035,1,18034,NA,NA,46115,NA,NA,NA,NA,NA,NA,f21238,196332_us_ed1,f,BT,RB,NA,NA,BT RB,10,578268,5895115,S. Yuzkli Creek,BT RB,2025/10/05 17:04:29,Immediately upstream of culvert on 24 Y Road. Left bank.,riffle,0.05,1.9,grab,silica,FALSE,FALSE,NA,NA,8650,479,TRUE,TRUE,TRUE,pass,TRUE,FALSE
PRIORITY RERUNS,C12,F21238,CLEAN RT,NA,1.304688900709152,0,BULT,0,NA,NA,NA,VIC,17377,0,17377,NA,NA,46115,NA,NA,NA,NA,NA,NA,f21238,196332_us_ed1,f,BT,RB,NA,NA,BT RB,10,578268,5895115,S. Yuzkli Creek,BT RB,2025/10/05 17:04:29,Immediately upstream of culvert on 24 Y Road. Left bank.,riffle,0.05,1.9,grab,silica,FALSE,FALSE,NA,NA,8650,479,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY RERUNS,C10,F21238,CLEANED,NA,NA,0,RAIN,0,NA,NA,NA,FAM,19129,0,19129,NA,NA,24/02/2026,NA,NA,NA,NA,NA,NA,f21238,196332_us_ed1,f,BT,RB,NA,NA,BT RB,10,578268,5895115,S. Yuzkli Creek,BT RB,2025/10/05 17:04:29,Immediately upstream of culvert on 24 Y Road. Left bank.,riffle,0.05,1.9,grab,silica,FALSE,FALSE,NA,NA,8650,479,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY RERUNS,C11,F21238,CLEANED,NA,0,0,RAIN,0,NA,NA,NA,FAM,17588,0,17588,NA,NA,24/02/2026,NA,NA,NA,NA,NA,NA,f21238,196332_us_ed1,f,BT,RB,NA,NA,BT RB,10,578268,5895115,S. Yuzkli Creek,BT RB,2025/10/05 17:04:29,Immediately upstream of culvert on 24 Y Road. Left bank.,riffle,0.05,1.9,grab,silica,FALSE,FALSE,NA,NA,8650,479,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY RERUNS,C11,F21238,CLEAN RT,NA,NA,0,RAIN,0,NA,NA,NA,FAM,18035,0,18035,NA,NA,46115,NA,NA,NA,NA,NA,NA,f21238,196332_us_ed1,f,BT,RB,NA,NA,BT RB,10,578268,5895115,S. Yuzkli Creek,BT RB,2025/10/05 17:04:29,Immediately upstream of culvert on 24 Y Road. Left bank.,riffle,0.05,1.9,grab,silica,FALSE,FALSE,NA,NA,8650,479,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY RERUNS,C12,F21238,CLEAN RT,NA,0,0,RAIN,0,NA,NA,NA,FAM,17377,0,17377,NA,NA,46115,NA,NA,NA,NA,NA,NA,f21238,196332_us_ed1,f,BT,RB,NA,NA,BT RB,10,578268,5895115,S. Yuzkli Creek,BT RB,2025/10/05 17:04:29,Immediately upstream of culvert on 24 Y Road. Left bank.,riffle,0.05,1.9,grab,silica,FALSE,FALSE,NA,NA,8650,479,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY RERUNS,A10,M41361,CLEANED,NA,NA,0,BULT,0,NA,NA,NA,VIC,18230,0,18230,NA,NA,24/02/2026,NA,NA,NA,NA,NA,NA,m41361,198692_ds_ed1a,m,BT,GR,RB,SK,BT GR RB SK,10,511794,6059335,Tributary To Kerry Lake,BT GR RB KO,2025/09/19 10:15:33,Field blank done at location of actual site approximately 100 to 120 m downstream by the cover,NA,NA,1,instream,silica,TRUE,FALSE,NA,At same location  as downstream site,75,482,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY RERUNS,A11,M41361,CLEANED,NA,0,0,BULT,0,NA,NA,NA,VIC,17745,0,17745,NA,NA,24/02/2026,NA,NA,NA,NA,NA,NA,m41361,198692_ds_ed1a,m,BT,GR,RB,SK,BT GR RB SK,10,511794,6059335,Tributary To Kerry Lake,BT GR RB KO,2025/09/19 10:15:33,Field blank done at location of actual site approximately 100 to 120 m downstream by the cover,NA,NA,1,instream,silica,TRUE,FALSE,NA,At same location  as downstream site,75,482,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY RERUNS,A10,M41361,CLEANED,NA,NA,0,GRAY,0,NA,NA,NA,FAM,18230,0,18230,NA,NA,24/02/2026,NA,NA,NA,NA,NA,NA,m41361,198692_ds_ed1a,m,BT,GR,RB,SK,BT GR RB SK,10,511794,6059335,Tributary To Kerry Lake,BT GR RB KO,2025/09/19 10:15:33,Field blank done at location of actual site approximately 100 to 120 m downstream by the cover,NA,NA,1,instream,silica,TRUE,FALSE,NA,At same location  as downstream site,75,482,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY RERUNS,A11,M41361,CLEANED,NA,0,0,GRAY,0,NA,NA,NA,FAM,17745,0,17745,NA,NA,24/02/2026,NA,NA,NA,NA,NA,NA,m41361,198692_ds_ed1a,m,BT,GR,RB,SK,BT GR RB SK,10,511794,6059335,Tributary To Kerry Lake,BT GR RB KO,2025/09/19 10:15:33,Field blank done at location of actual site approximately 100 to 120 m downstream by the cover,NA,NA,1,instream,silica,TRUE,FALSE,NA,At same location  as downstream site,75,482,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY RERUNS,B10,M41361,CLEANED,NA,NA,0,RAIN,0,NA,NA,NA,VIC,14553,0,14553,NA,NA,24/02/2026,NA,NA,NA,NA,NA,NA,m41361,198692_ds_ed1a,m,BT,GR,RB,SK,BT GR RB SK,10,511794,6059335,Tributary To Kerry Lake,BT GR RB KO,2025/09/19 10:15:33,Field blank done at location of actual site approximately 100 to 120 m downstream by the cover,NA,NA,1,instream,silica,TRUE,FALSE,NA,At same location  as downstream site,75,482,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY RERUNS,B11,M41361,CLEANED,NA,0,0,RAIN,0,NA,NA,NA,VIC,16171,0,16171,NA,NA,24/02/2026,NA,NA,NA,NA,NA,NA,m41361,198692_ds_ed1a,m,BT,GR,RB,SK,BT GR RB SK,10,511794,6059335,Tributary To Kerry Lake,BT GR RB KO,2025/09/19 10:15:33,Field blank done at location of actual site approximately 100 to 120 m downstream by the cover,NA,NA,1,instream,silica,TRUE,FALSE,NA,At same location  as downstream site,75,482,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY RERUNS,G09,M41361,CLEAN RT,NA,NA,5.13770639896392,RAIN,0.256885319948196,NA,NA,NA,VIC,18321,4,18317,NA,NA,46115,NA,NA,NA,NA,NA,NA,m41361,198692_ds_ed1a,m,BT,GR,RB,SK,BT GR RB SK,10,511794,6059335,Tributary To Kerry Lake,BT GR RB KO,2025/09/19 10:15:33,Field blank done at location of actual site approximately 100 to 120 m downstream by the cover,NA,NA,1,instream,silica,TRUE,FALSE,NA,At same location  as downstream site,75,482,TRUE,TRUE,TRUE,pass,TRUE,TRUE
PRIORITY RERUNS,G10,M41361,CLEAN RT,NA,11.621602773666382,6.483896374702461,RAIN,0.324194818735123,NA,NA,NA,VIC,18147,5,18142,NA,NA,46115,NA,NA,NA,NA,NA,NA,m41361,198692_ds_ed1a,m,BT,GR,RB,SK,BT GR RB SK,10,511794,6059335,Tributary To Kerry Lake,BT GR RB KO,2025/09/19 10:15:33,Field blank done at location of actual site approximately 100 to 120 m downstream by the cover,NA,NA,1,instream,silica,TRUE,FALSE,NA,At same location  as downstream site,75,482,TRUE,TRUE,TRUE,pass,TRUE,TRUE
PRIORITY RERUNS,B10,M41361,CLEANED,NA,NA,0,SOCK,0,NA,NA,NA,FAM,14553,0,14553,NA,NA,24/02/2026,NA,NA,NA,NA,NA,NA,m41361,198692_ds_ed1a,m,BT,GR,RB,SK,BT GR RB SK,10,511794,6059335,Tributary To Kerry Lake,BT GR RB KO,2025/09/19 10:15:33,Field blank done at location of actual site approximately 100 to 120 m downstream by the cover,NA,NA,1,instream,silica,TRUE,FALSE,NA,At same location  as downstream site,75,482,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY RERUNS,B11,M41361,CLEANED,NA,0,0,SOCK,0,NA,NA,NA,FAM,16171,0,16171,NA,NA,24/02/2026,NA,NA,NA,NA,NA,NA,m41361,198692_ds_ed1a,m,BT,GR,RB,SK,BT GR RB SK,10,511794,6059335,Tributary To Kerry Lake,BT GR RB KO,2025/09/19 10:15:33,Field blank done at location of actual site approximately 100 to 120 m downstream by the cover,NA,NA,1,instream,silica,TRUE,FALSE,NA,At same location  as downstream site,75,482,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY RERUNS,G09,M41361,CLEAN RT,NA,NA,0,SOCK,0,NA,NA,NA,FAM,18321,0,18321,NA,NA,46115,NA,NA,NA,NA,NA,NA,m41361,198692_ds_ed1a,m,BT,GR,RB,SK,BT GR RB SK,10,511794,6059335,Tributary To Kerry Lake,BT GR RB KO,2025/09/19 10:15:33,Field blank done at location of actual site approximately 100 to 120 m downstream by the cover,NA,NA,1,instream,silica,TRUE,FALSE,NA,At same location  as downstream site,75,482,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY RERUNS,G10,M41361,CLEAN RT,NA,0,0,SOCK,0,NA,NA,NA,FAM,18147,0,18147,NA,NA,46115,NA,NA,NA,NA,NA,NA,m41361,198692_ds_ed1a,m,BT,GR,RB,SK,BT GR RB SK,10,511794,6059335,Tributary To Kerry Lake,BT GR RB KO,2025/09/19 10:15:33,Field blank done at location of actual site approximately 100 to 120 m downstream by the cover,NA,NA,1,instream,silica,TRUE,FALSE,NA,At same location  as downstream site,75,482,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY RERUNS,A09,M41365,ELU1,NA,NA,0,BULT,0,NA,N,Y,VIC,16973,0,16973,JR,NA,46115,NA,NA,"reduced eP, but RAIN amp",NA,NA,NA,m41365,203597_ds_ed1a,m,BT,GR,RB,SK,BT GR RB SK,10,425989,6122732,Tributary To Nation River,BT GR RB KO,2025/09/22 14:27:00,Truck.  Field blank.,NA,NA,0.75,instream,silica,TRUE,FALSE,FALSE,Only decontaminated the outside of the hose to be consistent with protocols to date. Field blank filtered on the tailgate of the truck with distilled water. Of note – much of the water used in past blanks was actually spring water and not distilled. Apparently neither is ideal however distilled is notably better. Primed sample tube with distilled water before sampling and left the pump running attached the housing. Although in desiccant - samples were accidentally left on kitchen counter overnight.,179,355,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY RERUNS,A10,M41365,ELU2,NA,0,0,BULT,0,NA,NA,NA,VIC,18344,0,18344,JR,NA,46115,NA,NA,first pass - sample initially mislabelled,NA,NA,NA,m41365,203597_ds_ed1a,m,BT,GR,RB,SK,BT GR RB SK,10,425989,6122732,Tributary To Nation River,BT GR RB KO,2025/09/22 14:27:00,Truck.  Field blank.,NA,NA,0.75,instream,silica,TRUE,FALSE,FALSE,Only decontaminated the outside of the hose to be consistent with protocols to date. Field blank filtered on the tailgate of the truck with distilled water. Of note – much of the water used in past blanks was actually spring water and not distilled. Apparently neither is ideal however distilled is notably better. Primed sample tube with distilled water before sampling and left the pump running attached the housing. Although in desiccant - samples were accidentally left on kitchen counter overnight.,179,355,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY RERUNS,A09,M41365,ELU2,NA,NA,0,GRAY,0,NA,NA,NA,FAM,16973,0,16973,JR,NA,46115,NA,NA,NA,NA,NA,NA,m41365,203597_ds_ed1a,m,BT,GR,RB,SK,BT GR RB SK,10,425989,6122732,Tributary To Nation River,BT GR RB KO,2025/09/22 14:27:00,Truck.  Field blank.,NA,NA,0.75,instream,silica,TRUE,FALSE,FALSE,Only decontaminated the outside of the hose to be consistent with protocols to date. Field blank filtered on the tailgate of the truck with distilled water. Of note – much of the water used in past blanks was actually spring water and not distilled. Apparently neither is ideal however distilled is notably better. Primed sample tube with distilled water before sampling and left the pump running attached the housing. Although in desiccant - samples were accidentally left on kitchen counter overnight.,179,355,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY RERUNS,A10,M41365,ELU1,NA,0,0,GRAY,0,NA,NA,NA,FAM,18344,0,18344,JR,NA,46115,NA,NA,NA,NA,NA,NA,m41365,203597_ds_ed1a,m,BT,GR,RB,SK,BT GR RB SK,10,425989,6122732,Tributary To Nation River,BT GR RB KO,2025/09/22 14:27:00,Truck.  Field blank.,NA,NA,0.75,instream,silica,TRUE,FALSE,FALSE,Only decontaminated the outside of the hose to be consistent with protocols to date. Field blank filtered on the tailgate of the truck with distilled water. Of note – much of the water used in past blanks was actually spring water and not distilled. Apparently neither is ideal however distilled is notably better. Primed sample tube with distilled water before sampling and left the pump running attached the housing. Although in desiccant - samples were accidentally left on kitchen counter overnight.,179,355,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY RERUNS,D09,M41365,ELU1,NA,NA,0,RAIN,0,NA,NA,NA,VIC,17059,0,17059,JR,NA,46115,NA,NA,NA,NA,NA,NA,m41365,203597_ds_ed1a,m,BT,GR,RB,SK,BT GR RB SK,10,425989,6122732,Tributary To Nation River,BT GR RB KO,2025/09/22 14:27:00,Truck.  Field blank.,NA,NA,0.75,instream,silica,TRUE,FALSE,FALSE,Only decontaminated the outside of the hose to be consistent with protocols to date. Field blank filtered on the tailgate of the truck with distilled water. Of note – much of the water used in past blanks was actually spring water and not distilled. Apparently neither is ideal however distilled is notably better. Primed sample tube with distilled water before sampling and left the pump running attached the housing. Although in desiccant - samples were accidentally left on kitchen counter overnight.,179,355,TRUE,TRUE,TRUE,pass,FALSE,FALSE
PRIORITY RERUNS,D10,M41365,ELU2,NA,5.3799957036972,5.3799957036972,RAIN,0.26899978518486,NA,NA,NA,VIC,17496,4,17492,JR,NA,46115,NA,NA,NA,NA,NA,NA,m41365,203597_ds_ed1a,m,BT,GR,RB,SK,BT GR RB SK,10,425989,6122732,Tributary To Nation River,BT GR RB KO,2025/09/22 14:27:00,Truck.  Field blank.,NA,NA,0.75,instream,silica,TRUE,FALSE,FALSE,Only decontaminated the outside of the hose to be consistent with protocols to date. Field blank filtered on the tailgate of the truck with distilled water. Of note – much of the water used in past blanks was actually spring water and not distilled. Apparently neither is ideal however distilled is notably better. Primed sample tube with distilled water before sampling and left the pump running attached the housing. Although in desiccant - samples were accidentally left on kitchen counter overnight.,179,355,TRUE,TRUE,TRUE,pass,TRUE,TRUE
PRIORITY RERUNS,D09,M41365,ELU1,NA,NA,0,SOCK,0,NA,NA,NA,FAM,17059,0,17059,JR,NA,46115,NA,NA,NA,NA,NA,NA,m41365,203597_ds_ed1a,m,BT,GR,RB,SK,BT GR RB SK,10,425989,6122732,Tributary To Nation River,BT GR RB KO,2025/09/22 14:27:00,Truck.  Field blank.,NA,NA,0.75,instream,silica,TRUE,FALSE,FALSE,Only decontaminated the outside of the hose to be consistent with protocols to date. Field blank filtered on the tailgate of the truck with distilled water. Of note – much of the water used in past blanks was actually spring water and not distilled. Apparently neither is ideal however distilled is notably better. Primed sample tube with distilled water before sampling and left the pump running attached the housing. Although in desiccant - samples were accidentally left on kitchen counter overnight.,179,355,TRUE,TRUE,TRUE,pass,FALSE,FALSE
